,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,Mark.85,,,,,,,,,,,,,
0,역삼동뮤탈,근원을 삼킨 보우건,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,브랑켄,근원을 삼킨 중검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,신겨,결전의 소검 - 카오스,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,빛과 어둠,진룡 : 무거운 철의 투지
0,닉넴삽니다.,근원을 삼킨 광검,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,원터치 스마트 리모콘,꿈같은 환호성,두근거리는 열정,근원을 삼킨 광검,천계 연합군 : 밝게 빛나는 희망
0,렌슬,,,,,,,,,,,,,
0,메이플섭종,결전의 봉 - 스위프트 마스터,리버시블 레더 코트,엔트 정령의 어깨,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잿빛의 묘상석,아크로매틱 룸버스,
0,댕댕이ㅣ커신,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,초식양양이,근원을 삼킨 스태프,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,진:로.그,근원을 삼킨 쌍검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,동치미엘마,결전의 로드 - 엘레멘탈마스터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,죽음을 부르는 관,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,
0,용독하기귀찮,근원을 삼킨 클로,컨퓨즈드 코어 슈트,오염된 빙석 견갑,압도하는 힘의 하갑,HEM 리인포스 부츠,파괴된 신념,고양된 분노의 목걸이,골렘의 핵 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,지상형 : 전술 차륜 드론,들이치는 희미한 탄식,천계 연합군 : 밝게 빛나는 희망
0,o_ov,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,꼬꼬마료코,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,붑미의힘,,,,,,,,,,,,,
0,뮤즈#02,결전의 선현궁 - 뮤즈,어릴적 꿈꿔온 무대,화려한 청색의 음율,지치지 않는 여정의 하의,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,뚜렷해지는 소멸된 사념,꿈같은 환호성,두근거리는 열정,인력의 법칙,흑룡 : 끝없는 암흑의 굴레
0,선계에이스,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,금룡 : 무한한 빛의 결계
0,크루토리스.,,,,,,,,,,,,,
0,금발빅찢찌,,,,,,,,,,,,,
0,콩라핀,,,,,,,,,,,,,
0,블라레,근원을 삼킨 권투글러브,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,후흑학,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,짝궁삼각여런,근원을 삼킨 핸드캐넌,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,베터콜,,,,,,,,,,,,,
0,영축아포심판,,,,,,,,,,,,,
0,저주의페이라,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,엔트 정령의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,
0,남극은춥다,근원을 삼킨 낫,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,흑룡 : 끝없는 암흑의 굴레
0,^(변신년)^,근원을 삼킨 낫,블루 베릴 아머,아픔을 감싸는 위엄,로보티카 컴뱃 팬츠,과거를 뒤로 한 전진,마땅한 본분,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,옵티컬 컴뱃 글래스,지상형 : 전술 차륜 드론,들이치는 희미한 탄식,
0,버늬스,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,굳건한 믿음,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잊혀진 기록,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,엄록,,,,,,,,,,,,,
0,몽환소녀,,,,,,,,,,,,,
0,브로시마시아,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,mykey-gang,근원을 삼킨 통파,쉐도우블랙 슈트,끝을 바라보는 시선,라이트 어댑터 팬츠,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,데카 가이던스 디바이스,지상형 : 전술 차륜 드론,저주받은 굴레,
0,모든세상,근원을 삼킨 보우건,아머드 파워 상의,데저트 컨실멘트 숄더,침식되는 이성,엑셀러레이터,영면을 위한 준비,푸른 자연의 씨앗,포인트 레이더 암릿,어댑터블 투톤 링,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,에이리르,,,,,,,,,,,,,
0,냉냉몬,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,권속,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,절대감각의 방위구,리플레이서,어댑터블 투톤 링,굴착 강화 파츠,도데카 홀로그램,시각의 관점,
0,다크군단,,,,,,,,,,,,,
0,Hansmom,근원을 삼킨 낫,엔트 정령의 상의,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,고양된 분노의 목걸이,미니어쳐 헤드셋 암릿,빛을 발하는 생명,죽음을 부르는 관,저주받은 마음,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,핫썸머수라,근원을 삼킨 도,블루 베릴 아머,엔트 정령의 어깨,엔트 정령의 하의,과거를 뒤로 한 전진,불변의 부유석 벨트,테크놀로지 바디캠 네클리스,흑화의 구속 팔찌,엔트 정령의 반지,공중형 : 전술 프롭 드론,억류된 혼의 령주,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,-크리꿈면-,결전의 빗자루 - 크리에이터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,랭킹닭컴~,결전의 권투글러브 - 스트라이커(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,열혈랑,근원을 삼킨 너클,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,억류된 혼의 령주,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,달래강아지,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,레일레이,결전의 창 - 배틀메이지,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,억류된 혼의 령주,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,US수라,근원을 삼킨 광검,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,날먹인정함,결전의 도 - 소울브링어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,서드 스페이드 - 데스,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,하늘에두둥실,근원을 삼킨 도,블루 베릴 아머,맹렬한 위세,로보티카 컴뱃 팬츠,소망을 향한 움직임,마땅한 본분,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,타락한 영혼,
0,미래♭,근원을 삼킨 둔기,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,로드of검제,결전의 대검 - 베가본드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,근원을 삼킨 광검,
0,NS프리스트.,,,,,,,,,,,,,
0,치맥,근원을 삼킨 자동권총,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,심꼬마,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,어둠을 먹는 심장,인력의 법칙,흑룡 : 끝없는 암흑의 굴레
0,빨간사탕맛,,,,,,,,,,,,,
0,총무9과,근원을 삼킨 스태프,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,옵티컬 컴뱃 글래스,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,방랑까마귀,,,,,,,,,,,,,
0,검소설,근원을 삼킨 광검,탐험가의 노련한 코트,빛을 잃은 진실,라이트 어댑터 팬츠,과거를 뒤로 한 전진,마땅한 본분,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,결전의 광검 - 베가본드,
0,사탄들렸음,결전의 도 - 소울브링어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,자연에 녹아드는 이슬,황혼의 성단,금룡 : 무한한 빛의 결계
0,핫스식텔인,,,,,,,,,,,,,
0,가나프리,결전의 십자가 - 크루세이더(여),어릴적 꿈꿔온 무대,화려한 청색의 음율,숲속의 마녀 하의,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,뚜렷해지는 소멸된 사념,꿈같은 환호성,두근거리는 열정,시각의 관점,
0,벨트리스,,,,,,,,,,,,,
0,찐순이도구4,결전의 십자가 - 크루세이더(남),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,익스펜션 서플라이 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,내면의 얼굴,언비튼 메달,시각의 관점,
0,라핌이조아용,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,가슴에마력석,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,유니_7,근원을 삼킨 봉,탐험가의 노련한 코트,빛을 잃은 진실,로보티카 컴뱃 팬츠,과거를 뒤로 한 전진,불변의 부유석 벨트,잠겨진 영역,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,츠우카아,근원을 삼킨 소검,흙으로 빚은 자연,피어나는 자연의 삶,지치지 않는 여정의 하의,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,팔에흰페인트,,,,,,,,,,,,,
0,블러드보이-,,,,,,,,,,,,,
0,SCP-427,근원을 삼킨 빗자루,탐험가의 노련한 코트,빛을 잃은 진실,깨지지 않는 빛바랜 신념,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,
0,레니애,근원을 삼킨 머스켓,천재 기술자의 전문 작업복 상의,빛을 잃은 진실,침식되는 이성,사이버틱 스피드 부츠,익스펜션 서플라이 벨트,임펄스 트리거,흑화의 구속 팔찌,어댑터블 투톤 링,굴착 강화 파츠,저주받은 마음,들이치는 희미한 탄식,천계 연합군 : 밝게 빛나는 희망
0,SueLa!,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,꽃께,결전의 도 - 다크템플러,하이테크 전술지휘 아머,하이테크 바디 프로텍트 숄더,깨지지 않는 빛바랜 신념,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,피어오르는 광기,아크로매틱 룸버스,금룡 : 무한한 빛의 결계
0,귀수친구동생,,,,,,,,,,,,,
0,찬양행,근원을 삼킨 핸드캐넌,쉐도우블랙 슈트,끝을 바라보는 시선,침식되는 이성,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,리플레이서,어댑터블 투톤 링,여명의 성배,저주받은 마음,들이치는 희미한 탄식,흑룡 : 끝없는 암흑의 굴레
0,센트리순,,,,,,,,,,,,,
0,핵슈타2부여,근원을 삼킨 핸드캐넌,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,빨간맛옵띠,근원을 삼킨 자동권총,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,ㅁㄹ2,결전의 십자가 - 크루세이더(남),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,골렘의 핵 팔찌,어댑터블 투톤 링,굴착 강화 파츠,언비튼 메달,시각의 관점,
0,((((((((((((,근원을 삼킨 광창,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,어댑터블 투톤 링,굴착 강화 파츠,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,인챈트리쉬,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,골렘의 핵 팔찌,어댑터블 투톤 링,굴착 강화 파츠,엔트 정령의 심장,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,카논메카,근원을 삼킨 자동권총,블루 베릴 아머,데저트 컨실멘트 숄더,침식되는 이성,소망을 향한 움직임,영면을 위한 준비,푸른 자연의 씨앗,포인트 레이더 암릿,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,흑룡 : 끝없는 암흑의 굴레
0,monkeypark,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,
0,딸배준협,근원을 삼킨 중검,어릴적 꿈꿔온 무대,화려한 청색의 음율,침식되는 이성,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,원터치 스마트 리모콘,꿈같은 환호성,두근거리는 열정,인력의 법칙,
0,캐삭예정임,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,목줄채워줘,,,,,,,,,,,,,
0,이소유,근원을 삼킨 대검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,화학차,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,망치로개박살,결전의 십자가 - 크루세이더(남),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,아이엠배크,근원을 삼킨 낫,얼티밋 제너레이터,자유를 수호하는 윙 숄더,딥 다이버 팬츠,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,뜨거운 열망의 증표,죽음을 부르는 관,피어오르는 광기,인력의 법칙,진룡 : 무거운 철의 투지
0,얌뽀,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,"WD,",,,,,,,,,,,,,
0,베개마스터,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
0,하바장판,근원을 삼킨 도,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,에너지 서치 링,꿈같은 환호성,두근거리는 열정,들이치는 희미한 탄식,
0,블랙벨리베이,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,로보티카 컴뱃 팬츠,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,금룡 : 무한한 빛의 결계
0,암살장인압살,근원을 삼킨 도,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,원터치 스마트 리모콘,꿈같은 환호성,두근거리는 열정,인력의 법칙,
0,얇은피만두,근원을 삼킨 중검,리버시블 레더 코트,매니퓰레이션,라이트 어댑터 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,대격변마퇴,근원을 삼킨 배틀액스,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,디젯 퓨즈 초크,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,초소형 GPS,
0,고창석씨,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,익스펜션 서플라이 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,내면의 얼굴,언비튼 메달,시각의 관점,
0,뚱보포로리,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,깨지지 않는 빛바랜 신념,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
0,스폴,근원을 삼킨 클로,블루 베릴 아머,아픔을 감싸는 위엄,압도하는 힘의 하갑,소망을 향한 움직임,불변의 부유석 벨트,디젯 퓨즈 초크,골렘의 핵 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,영원을 끝낼 오랜 염원,흑룡 : 끝없는 암흑의 굴레
0,메인디쉬블레,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,전설마도,,,,,,,,,,,,,
0,승짜이,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
0,칵테일후룻쮸,,,,,,,,,,,,,
0,kimk0001,결전의 창 - 배틀메이지,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
0,살려줘임마,결전의 도 - 버서커,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,멍준oia,,,,,,,,,,,,,
