,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,폭주굉음,,,,,,,,,,,,,
0,SSI,,,,,,,,,,,,,
0,Lㅏ,,,,,,,,,,,,,
0,성인용손잡이,,,,,,,,,,,,,
0,마앙신,,,,,,,,,,,,,
0,따영이는바보,근원을 삼킨 십자가,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,불변의 부유석 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,피어오르는 광기,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,류승민디트,결전의 핸드캐넌 - 런처(남),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,세인홍,,,,,,,,,,,,,
0,크루님카이좀,,,,,,,,,,,,,
0,시토나이,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,구르미달빛,,,,,,,,,,,,,
0,매력쩐다잉,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,이온화조정 팔찌,뚜렷해지는 소멸된 사념,생명이 담긴 잔,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,쑥새,,,,,,,,,,,,,
0,겐지하고싶다,결전의 봉 - 스위프트 마스터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,용살자의 증표 - 용린 귀걸이,금룡 : 무한한 빛의 결계
0,해야용용이,결전의 도 - 드래곤나이트,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,전술 레이더망 링,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,마넹,,,,,,,,,,,,,
0,Kadima,근원을 삼킨 차크라 웨펀,하이테크 전술지휘 아머,자유를 수호하는 윙 숄더,침식되는 이성,하이테크 고기동 강화 부츠,익스펜션 서플라이 벨트,테크놀로지 바디캠 네클리스,무뎌지는 둔화된 변화,이동하는 요새,내면의 얼굴,언비튼 메달,들이치는 희미한 탄식,화룡 : 타오르는 불의 분노
0,보빛,근원을 삼킨 소검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,빛과 어둠,금룡 : 무한한 빛의 결계
0,nnlc,근원을 삼킨 차크라 웨펀,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,十원소十,,,,,,,,,,,,,
0,KOSPI200,,,,,,,,,,,,,
0,마도븝미a,,,,,,,,,,,,,
0,별의밤바다,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,별의 바다 : 바드나후,
0,신,,,,,,,,,,,,,
0,진숭이네,근원을 삼킨 토템,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,기떡듀얼,근원을 삼킨 장창,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,븜븝미,,,,,,,,,,,,,
0,포모스,근원을 삼킨 핸드캐넌,리버시블 레더 코트,매니퓰레이션,침식되는 이성,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,타락한 영혼,
0,:GrimReaper:,,,,,,,,,,,,,
0,무등산꼴짜기,,,,,,,,,,,,,
0,고스트오목왕,근원을 삼킨 리볼버,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,금룡 : 무한한 빛의 결계
0,정크™,,,,,,,,,,,,,
0,사치사랑해,,,,,,,,,,,,,
0,빈트리스,결전의 빗자루 - 인챈트리스,고귀한 신의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,엑셀러레이터,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,정의의 기사 가면,자연에 녹아드는 이슬,시각의 관점,
0,퇴마띠띠,결전의 염주 - 퇴마사,쉐도우블랙 슈트,끝을 바라보는 시선,라이트 어댑터 팬츠,엑셀러레이터,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,흑룡 : 끝없는 암흑의 굴레
0,버넬마제,,,,,,,,,,,,,
0,암흑에서핀꽃,,,,,,,,,,,,,
0,노블꽃,,,,,,,,,,,,,
0,우미인초,근원을 삼킨 로드,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,옵티컬 컴뱃 글래스,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,
0,빛으로패여,,,,,,,,,,,,,
0,케인_Ol,근원을 삼킨 도,탐험가의 노련한 코트,아픔을 감싸는 위엄,라이트 어댑터 팬츠,과거를 뒤로 한 전진,불변의 부유석 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,숨결을 삼킨 용옥,들이치는 희미한 탄식,진룡 : 무거운 철의 투지
0,합원,,,,,,,,,,,,,
0,스리슬쩍쿵,,,,,,,,,,,,,
0,피빛사과,근원을 삼킨 대검,블루 베릴 아머,아픔을 감싸는 위엄,라이트 어댑터 팬츠,과거를 뒤로 한 전진,마땅한 본분,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,아크로매틱 룸버스,천계 연합군 : 밝게 빛나는 희망
0,노수.,,,,,,,,,,,,,
0,우량y,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,에너지 서치 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,용살자의 증표 - 용린 귀걸이,
0,하르네인,결전의 자동권총 - 메카닉(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,생명이 깃든 초록빛 액체,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,이게성직자냐,,,,,,,,,,,,,
0,이젠안녕!!,,,,,,,,,,,,,
0,다시왔던자,,,,,,,,,,,,,
0,뮤즈도용쿤,근원을 삼킨 선현궁,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,격변의시대,근원을 삼킨 자동권총,리버시블 레더 코트,매니퓰레이션,옥화의 망령 대퇴갑,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,꼬우면니두해,,,,,,,,,,,,,
0,엘브느,,,,,,,,,,,,,
0,로그¤,,,,,,,,,,,,,
0,예수쟁이†,근원을 삼킨 십자가,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,솔저 호너 네클리스,무뎌지는 둔화된 변화,서드 스페이드 - 데스,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,박수치는누나,결전의 자동권총 - 메카닉(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,미지의 황금비석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,Lzzy,,,,,,,,,,,,,
0,검신도살찜,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,어썰신사,,,,,,,,,,,,,
0,힐에서냄새남,결전의 십자가 - 크루세이더(남),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,어둠을 먹는 심장,시각의 관점,
0,곽쌍철,근원을 삼킨 너클,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,유베,,,,,,,,,,,,,
0,환희궁,,,,,,,,,,,,,
0,상사가시킴,,,,,,,,,,,,,
0,39번째.,,,,,,,,,,,,,
0,KaedeKaren,근원을 삼킨 도,어릴적 꿈꿔온 무대,화려한 청색의 음율,로보티카 컴뱃 팬츠,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,에너지 서치 링,꿈같은 환호성,두근거리는 열정,들이치는 희미한 탄식,
0,차스테인,,,,,,,,,,,,,
0,뚝현버퍼,,,,,,,,,,,,,
0,재수王,,,,,,,,,,,,,
0,[차이],,,,,,,,,,,,,
0,세인트[배틀],,,,,,,,,,,,,
0,못나는비둘기,근원을 삼킨 완드,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,어댑터블 투톤 링,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,천계 연합군 : 밝게 빛나는 희망
0,끼요오옷ㅅㅅ,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,손소독,,,,,,,,,,,,,
0,스틸푸들,,,,,,,,,,,,,
0,김봉식인파,,,,,,,,,,,,,
0,천본악귀,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,굴착 강화 파츠,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,아가준경,,,,,,,,,,,,,
0,프리랜더,,,,,,,,,,,,,
0,엎드리세야,,,,,,,,,,,,,
0,야근요정뮤즈,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,굴착 강화 파츠,언비튼 메달,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,서연공듀님,근원을 삼킨 둔기,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,
0,kimrt,,,,,,,,,,,,,
0,헐벙헐벙,,,,,,,,,,,,,
0,불닭남법사,결전의 로드 - 빙결사,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,넨네맞자,,,,,,,,,,,,,
0,버퍼키우레요,근원을 삼킨 십자가,하이테크 전술지휘 아머,블랙 캣 헬멧,벤타블랙 팬츠,순환하는 자연의 섭리,가이드 라인 벨트,고양된 분노의 목걸이,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,홀로그램 콜,잿빛의 묘상석,아크로매틱 룸버스,금룡 : 무한한 빛의 결계
0,Money_123,,,,,,,,,,,,,
0,잔망눈,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,아트of마샬,,,,,,,,,,,,,
0,주먹홀더,,,,,,,,,,,,,
0,큰늠11,,,,,,,,,,,,,
0,빙산위의참치,,,,,,,,,,,,,
0,솔플외길20년,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잊혀진 기록,폭풍을 삼킨 에너지,금룡 : 무한한 빛의 결계
0,누나만믿어!!,,,,,,,,,,,,,
0,부질없수,,,,,,,,,,,,,
0,사자후충,결전의 너클 - 넨마스터(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,"타마,",근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,jellyz,,,,,,,,,,,,,
0,여래,,,,,,,,,,,,,
0,알레안.,근원을 삼킨 단검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,
0,힝이검마.,근원을 삼킨 대검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,검은콩,결전의 도 - 다크템플러,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,아오이소라카,,,,,,,,,,,,,
0,인챈트달팽이,,,,,,,,,,,,,
0,8증,,,,,,,,,,,,,
0,성격할거없이,,,,,,,,,,,,,
0,찔귀,,,,,,,,,,,,,
0,버프포지션,,,,,,,,,,,,,
0,알겡본드,,,,,,,,,,,,,
0,아수?,,,,,,,,,,,,,
0,환요뱀,,,,,,,,,,,,,
0,로그뚜,,,,,,,,,,,,,
0,우라츠키,,,,,,,,,,,,,
0,나마이버섞,,,,,,,,,,,,,
0,사영기璲,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,미지의 황금비석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,媛小素,결전의 로드 - 엘레멘탈마스터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,굴착 강화 파츠,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,Computer,결전의 자동권총 - 메카닉(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,생명이 담긴 잔,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,15年2月,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,완성형 동력 제어장치,폭풍을 삼킨 에너지,금룡 : 무한한 빛의 결계
0,놀아뭐해,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
0,§악귀15§,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,Epc_Redmain,,,,,,,,,,,,,
0,상병-김동욱,결전의 십자가 - 크루세이더(남),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,로보티카 컴뱃 팬츠,내딛는 용기,쿨링 서포트 벨트,기사의 속죄,생명이 담긴 가죽 토시,어댑터블 투톤 링,블루 베릴 퍼퓸,미지의 문명 - 스타 스톤,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,산삼농장,근원을 삼킨 대검,블루 베릴 아머,엔트 정령의 어깨,엔트 정령의 하의,과거를 뒤로 한 전진,별을 담는 벨트,아토믹 코어 네클레스,흑화의 구속 팔찌,엔트 정령의 반지,블루 베릴 퍼퓸,억류된 혼의 령주,딥 다이버 이어링,
0,fencers,,,,,,,,,,,,,
0,명태헤카테,결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,깨지지 않는 빛바랜 신념,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,엔트 정령의 팔찌,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,
0,水맨,,,,,,,,,,,,,
0,카나카라,,,,,,,,,,,,,
0,카이느여니2,,,,,,,,,,,,,
0,유혹의아리아,,,,,,,,,,,,,
0,열풍라핌,,,,,,,,,,,,,
0,BMW고양이,결전의 스태프 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,서드 스페이드 - 데스,죽음을 부르는 관,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,
0,화편,근원을 삼킨 대검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,생명이 깃든 초록빛 액체,고귀한 수호,금룡 : 무한한 빛의 결계
0,데슬라기,,,,,,,,,,,,,
0,헤븐로어,결전의 선현궁 - 뮤즈,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,서드 스페이드 - 데스,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,흑룡 : 끝없는 암흑의 굴레
0,데슬키워영,결전의 대검 - 데몬슬레이어,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,파워가철철,,,,,,,,,,,,,
0,김빡구,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,리세이문,,,,,,,,,,,,,
0,여기도사기캐,,,,,,,,,,,,,
0,머뜻,,,,,,,,,,,,,
0,PR0SUM,,,,,,,,,,,,,
0,시너지업어용,결전의 빗자루 - 인챈트리스,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,수호룡의 비호 - 자비,어댑터블 투톤 링,굴착 강화 파츠,용살자의 증표 - 용심 가공석,엔트 정령의 귀걸이,금룡 : 무한한 빛의 결계
0,천의인도,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,어벨링,,,,,,,,,,,,,
0,단비악,,,,,,,,,,,,,
0,마포역,차원 정복자 플래티넘[80Lv],마그네틱 서치 스캔,깨지지 않는 빛바랜 신념,소망을 향한 움직임,불변의 부유석 벨트,고양된 분노의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,근원을 삼킨 광검,들이치는 희미한 탄식,
0,혈기충만이블,,,,,,,,,,,,,
0,심층에쥐푼놈,,,,,,,,,,,,,
0,$overeign,,,,,,,,,,,,,
0,상낭자,,,,,,,,,,,,,
0,검귀쀼,,,,,,,,,,,,,
0,이세기123,,,,,,,,,,,,,
0,블레미샤인,,,,,,,,,,,,,
0,SCP-207,근원을 삼킨 둔기,탐험가의 노련한 코트,빛을 잃은 진실,깨지지 않는 빛바랜 신념,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,아크로매틱 룸버스,
0,임솬사,결전의 스태프 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,감자가루,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,미니 배터리 팩,시각의 관점,
0,眞:魔制,결전의 소검 - 소드마스터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,신나제,,,,,,,,,,,,,
0,BLPower,,,,,,,,,,,,,
0,마티띔,,,,,,,,,,,,,
0,빨간날은공강,,,,,,,,,,,,,
0,로삐아노,,,,,,,,,,,,,
0,애기엘마에오,근원을 삼킨 로드,탐험가의 노련한 코트,아픔을 감싸는 위엄,깨지지 않는 빛바랜 신념,과거를 뒤로 한 전진,파괴된 신념,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,인력의 법칙,천계 연합군 : 밝게 빛나는 희망
0,내친구들,,,,,,,,,,,,,
0,소검5,,,,,,,,,,,,,
0,#다굴,근원을 삼킨 스태프,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,파워 네비게이트 팩,고통의 상처,파괴된 생명,거짓 속의 거짓,황혼의 성단,금룡 : 무한한 빛의 결계
0,수달ㅈㅈ,,,,,,,,,,,,,
0,단발로제최고,결전의 리볼버 - 레인저(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,언비튼 메달,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,롤룰롤,,,,,,,,,,,,,
0,Mr.쌍화,,,,,,,,,,,,,
0,화추는조금..,결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,냉혹한 현실의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,내면의 얼굴,언비튼 메달,초소형 GPS,흑룡 : 끝없는 암흑의 굴레
0,납도서비스,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,아토믹 코어 네클레스,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,잇봄,결전의 빗자루 - 인챈트리스,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,블루 베릴 퍼퓸,숲속의 마녀 정령석,숲속의 마녀 귀걸이,흑룡 : 끝없는 암흑의 굴레
